CASE ID,Wait - User,TEST_Wait - User,Events from start,Events from end
2682,0.3611111,0,2,1
2683,0.36109757,1,1,8
2683,0.36111024,1,2,7
2683,0.36112916,1,3,6
2683,0.36115277,1,4,5
2683,0.36117575,1,5,4
2683,0.3611956,1,6,3
2683,0.36121,0,7,2
2683,0.3612159,0,8,1
2687,0.36109734,0,1,3
2687,0.36110625,0,2,2
2687,0.36112005,0,3,1
2690,0.36109686,0,1,14
2690,0.36110756,0,2,13
2690,0.36112455,0,3,12
2690,0.36114204,0,4,11
2690,0.36115718,0,5,10
2690,0.36117262,0,6,9
2690,0.36118776,0,7,8
2690,0.361197,0,8,7
2690,0.36120284,0,9,6
2690,0.3612038,0,10,5
2690,0.36120212,0,11,4
2690,0.36119536,0,12,3
2690,0.3611844,0,13,2
2690,0.3611696,0,14,1
2691,0.3610978,0,1,2
2691,0.36110944,0,2,1
2693,0.3610984,0,1,3
2693,0.3611101,0,2,2
2693,0.36112708,0,3,1
2694,0.36109734,0,1,2
2694,0.3611074,0,2,1
2697,0.36109787,0,1,2
2697,0.3611097,0,2,1
2698,0.36109775,0,1,12
2698,0.36110944,0,2,11
2698,0.36113012,0,3,10
2698,0.36115724,0,4,9
2698,0.361184,0,5,8
2698,0.36120394,0,6,7
2698,0.36121118,0,7,6
2698,0.36120546,0,8,5
2698,0.36118793,0,9,4
2698,0.36116102,0,10,3
2698,0.36112887,0,11,2
2698,0.36109552,0,12,1
2702,0.36109757,0,1,2
2702,0.36111152,0,2,1
2703,0.36109787,0,1,2
2703,0.36110982,0,2,1
2707,0.36109823,0,1,2
2707,0.36111268,0,2,1
2712,0.36109912,1,1,15
2712,0.36111182,1,2,14
2712,0.361132,1,3,13
2712,0.36115777,1,4,12
2712,0.3611837,1,5,11
2712,0.3612071,1,6,10
2712,0.3612232,0,7,9
2712,0.3612312,0,8,8
2712,0.36123168,0,9,7
2712,0.36122262,0,10,6
2712,0.36120477,0,11,5
2712,0.36118034,0,12,4
2712,0.36114675,0,13,3
2712,0.36110577,0,14,2
2712,0.361059,0,15,1
2713,0.36109668,0,1,2
2713,0.36110827,0,2,1
2714,0.3610967,0,1,4
2714,0.3611083,0,2,3
2714,0.36112738,0,3,2
2714,0.3611502,0,4,1
2716,0.36109763,0,1,2
2716,0.36110944,0,2,1
2717,0.3610972,0,1,4
2717,0.36111012,0,2,3
2717,0.3611313,0,3,2
2717,0.36115608,0,4,1
2721,0.36109746,0,1,2
2721,0.3611096,0,2,1
2722,0.3610986,0,1,3
2722,0.36111274,0,2,2
2722,0.36113423,0,3,1
2726,0.3610984,0,1,2
2726,0.3611136,0,2,1
2728,0.36109743,0,1,3
2728,0.36110875,0,2,2
2728,0.36112723,0,3,1
2735,0.36109686,0,1,3
2735,0.3611062,0,2,2
2735,0.3611211,0,3,1
2736,0.36109716,0,1,3
2736,0.3611073,0,2,2
2736,0.36112264,0,3,1
2737,0.3610977,0,1,12
2737,0.36110932,0,2,11
2737,0.36112988,0,3,10
2737,0.36115694,0,4,9
2737,0.36118478,0,5,8
2737,0.36120695,0,6,7
2737,0.36121875,0,7,6
2737,0.36121672,0,8,5
2737,0.36120182,0,9,4
2737,0.36117667,0,10,3
2737,0.3611447,0,11,2
2737,0.3611104,0,12,1
2738,0.3610975,0,1,3
2738,0.3611089,0,2,2
2738,0.36112648,0,3,1
2740,0.36109495,0,1,4
2740,0.36109963,0,2,3
2740,0.36110783,0,3,2
2740,0.3611182,0,4,1
2743,0.36109757,0,1,5
2743,0.3611068,0,2,4
2743,0.36112237,0,3,3
2743,0.36114216,0,4,2
2743,0.36116117,0,5,1
2744,0.3610975,0,1,2
2744,0.36110914,0,2,1
2746,0.36109716,0,1,2
2746,0.36110875,0,2,1
2747,0.36109802,0,1,2
2747,0.36111116,0,2,1
2749,0.36109912,0,1,5
2749,0.3611157,0,2,4
2749,0.36113942,0,3,3
2749,0.36116746,0,4,2
2749,0.36119443,0,5,1
2750,0.36109924,0,1,2
2750,0.36111253,0,2,1
2752,0.3610972,0,1,13
2752,0.361107,0,2,12
2752,0.3611248,0,3,11
2752,0.3611487,0,4,10
2752,0.36117327,0,5,9
2752,0.36119413,0,6,8
2752,0.3612092,0,7,7
2752,0.36121607,0,8,6
2752,0.36120963,0,9,5
2752,0.36119044,0,10,4
2752,0.3611613,0,11,3
2752,0.3611252,0,12,2
2752,0.36108658,0,13,1
2755,0.36109847,0,1,2
2755,0.36111012,0,2,1
2756,0.36109817,0,1,2
2756,0.36111173,0,2,1
2761,0.3610972,0,1,9
2761,0.361107,0,2,8
2761,0.3611247,0,3,7
2761,0.36114854,0,4,6
2761,0.36117315,0,5,5
2761,0.36119407,0,6,4
2761,0.36120617,0,7,3
2761,0.36120862,0,8,2
2761,0.36120045,0,9,1
2763,0.3610972,0,1,11
2763,0.36110705,0,2,10
2763,0.3611248,0,3,9
2763,0.36114872,0,4,8
2763,0.36117327,0,5,7
2763,0.36119413,0,6,6
2763,0.36120623,0,7,5
2763,0.36120838,0,8,4
2763,0.3611998,0,9,3
2763,0.3611813,0,10,2
2763,0.3611549,0,11,1
2767,0.36109698,0,1,11
2767,0.36110923,0,2,10
2767,0.36112863,0,3,9
2767,0.36115316,0,4,8
2767,0.36117837,0,5,7
2767,0.36120135,0,6,6
2767,0.36121863,0,7,5
2767,0.36122847,0,8,4
2767,0.36123025,0,9,3
2767,0.36122608,0,10,2
2767,0.36121762,0,11,1
2776,0.3610977,1,1,9
2776,0.36111078,1,2,8
2776,0.36113012,1,3,7
2776,0.361153,1,4,6
2776,0.3611741,1,5,5
2776,0.3611945,1,6,4
2776,0.36121148,0,7,3
2776,0.36122367,0,8,2
2776,0.36122987,0,9,1
2782,0.36109918,0,1,3
2782,0.36111376,0,2,2
2782,0.361135,0,3,1
2788,0.3610978,0,1,5
2788,0.36111027,0,2,4
2788,0.36112958,0,3,3
2788,0.36115366,0,4,2
2788,0.36117706,0,5,1
2789,0.36109856,0,1,2
2789,0.36111298,0,2,1
2795,0.36109924,1,1,7
2795,0.3611149,1,2,6
2795,0.36113662,1,3,5
2795,0.36115927,1,4,4
2795,0.36118025,0,5,3
2795,0.36119512,0,6,2
2795,0.36120272,0,7,1
2798,0.36109746,1,1,14
2798,0.3611094,1,2,13
2798,0.36112684,1,3,12
2798,0.36114705,1,4,11
2798,0.36116853,1,5,10
2798,0.36118862,1,6,9
2798,0.36120495,1,7,8
2798,0.3612164,1,8,7
2798,0.3612237,1,9,6
2798,0.36122626,1,10,5
2798,0.3612244,1,11,4
2798,0.3612176,0,12,3
2798,0.36120385,0,13,2
2798,0.3611853,0,14,1
2803,0.3610986,1,1,6
2803,0.36111313,1,2,5
2803,0.36113492,1,3,4
2803,0.36115998,0,4,3
2803,0.36118352,0,5,2
2803,0.36120152,0,6,1
2804,0.36109793,0,1,5
2804,0.3611122,0,2,4
2804,0.36113364,0,3,3
2804,0.36115876,0,4,2
2804,0.36118305,0,5,1
2805,0.36109677,1,1,4
2805,0.36110616,1,2,3
2805,0.36112052,0,3,2
2805,0.3611359,0,4,1
2807,0.36109743,0,1,7
2807,0.361107,0,2,6
2807,0.36112142,0,3,5
2807,0.36113924,0,4,4
2807,0.36115688,0,5,3
2807,0.36117625,0,6,2
2807,0.3611926,0,7,1
2809,0.36109835,1,1,8
2809,0.36111262,1,2,7
2809,0.36113346,1,3,6
2809,0.36115688,1,4,5
2809,0.36118025,1,5,4
2809,0.36120033,0,6,3
2809,0.36121297,0,7,2
2809,0.36121696,0,8,1
2812,0.36109665,1,1,9
2812,0.3611071,1,2,8
2812,0.36112428,1,3,7
2812,0.36114633,1,4,6
2812,0.36116946,1,5,5
2812,0.36118984,1,6,4
2812,0.3612044,0,7,3
2812,0.36120936,0,8,2
2812,0.3612051,0,9,1
2813,0.361098,0,1,5
2813,0.36111212,0,2,4
2813,0.36113352,0,3,3
2813,0.36115974,0,4,2
2813,0.36118653,0,5,1
2815,0.3610966,1,1,17
2815,0.36110646,1,2,16
2815,0.36112106,1,3,15
2815,0.36113846,1,4,14
2815,0.36115843,1,5,13
2815,0.36118215,1,6,12
2815,0.36120313,1,7,11
2815,0.3612193,1,8,10
2815,0.36122644,1,9,9
2815,0.36122444,1,10,8
2815,0.36121237,1,11,7
2815,0.36119163,1,12,6
2815,0.36116356,1,13,5
2815,0.3611296,1,14,4
2815,0.3610928,0,15,3
2815,0.36105257,0,16,2
2815,0.36101514,0,17,1
2816,0.36109757,0,1,5
2816,0.36110818,0,2,4
2816,0.3611241,0,3,3
2816,0.36114335,0,4,2
2816,0.3611623,0,5,1
2818,0.3610967,0,1,5
2818,0.36110765,0,2,4
2818,0.3611241,0,3,3
2818,0.3611427,0,4,2
2818,0.36115962,0,5,1
2819,0.36109746,0,1,6
2819,0.36110872,0,2,5
2819,0.36112577,0,3,4
2819,0.36114484,0,4,3
2819,0.36116508,0,5,2
2819,0.3611836,0,6,1
2821,0.3610971,1,1,11
2821,0.36110666,1,2,10
2821,0.3611219,1,3,9
2821,0.36114073,1,4,8
2821,0.3611598,1,5,7
2821,0.36117876,1,6,6
2821,0.36119336,1,7,5
2821,0.36120057,0,8,4
2821,0.36119828,0,9,3
2821,0.3611884,0,10,2
2821,0.36117274,0,11,1
2822,0.36109635,0,1,5
2822,0.36110437,0,2,4
2822,0.36111766,0,3,3
2822,0.36113602,0,4,2
2822,0.36115527,0,5,1
2823,0.36109722,0,1,5
2823,0.3611085,0,2,4
2823,0.361125,0,3,3
2823,0.36114484,0,4,2
2823,0.361164,0,5,1
2828,0.36109775,0,1,11
2828,0.36110944,0,2,10
2828,0.36113012,0,3,9
2828,0.36115724,0,4,8
2828,0.361184,0,5,7
2828,0.36120394,0,6,6
2828,0.36121118,0,7,5
2828,0.36120534,0,8,4
2828,0.36118782,0,9,3
2828,0.36116108,0,10,2
2828,0.36112922,0,11,1
2829,0.36109775,0,1,12
2829,0.3611094,0,2,11
2829,0.36112794,0,3,10
2829,0.36115268,0,4,9
2829,0.361179,0,5,8
2829,0.3612002,0,6,7
2829,0.36121148,0,7,6
2829,0.3612092,0,8,5
2829,0.3611945,0,9,4
2829,0.36116993,0,10,3
2829,0.36113894,0,11,2
2829,0.36110616,0,12,1
2831,0.36109746,0,1,2
2831,0.36111075,0,2,1
2833,0.3610975,0,1,2
2833,0.36111087,0,2,1
2836,0.36109823,0,1,5
2836,0.36111182,0,2,4
2836,0.36113277,0,3,3
2836,0.36115843,0,4,2
2836,0.36118478,0,5,1
2837,0.3610972,0,1,5
2837,0.36110947,0,2,4
2837,0.36112827,0,3,3
2837,0.36115092,0,4,2
2837,0.36117315,0,5,1
2838,0.36109835,1,1,7
2838,0.361112,1,2,6
2838,0.3611316,1,3,5
2838,0.3611549,1,4,4
2838,0.36117738,1,5,3
2838,0.36119592,0,6,2
2838,0.36120892,0,7,1
2843,0.36109978,0,1,4
2843,0.3611162,0,2,3
2843,0.3611411,0,3,2
2843,0.3611716,0,4,1
2846,0.36109835,0,1,2
2846,0.3611129,0,2,1
2849,0.3610989,0,1,2
2849,0.3611147,0,2,1
2851,0.3610973,0,1,11
2851,0.3611071,0,2,10
2851,0.36112034,0,3,9
2851,0.36113632,0,4,8
2851,0.36115086,0,5,7
2851,0.3611648,0,6,6
2851,0.36117703,0,7,5
2851,0.36118644,0,8,4
2851,0.36118993,0,9,3
2851,0.36119187,0,10,2
2851,0.36118972,0,11,1
2853,0.3610984,0,1,5
2853,0.36111265,0,2,4
2853,0.3611345,0,3,3
2853,0.36115965,0,4,2
2853,0.36118335,0,5,1
2854,0.36109787,0,1,2
2854,0.3611117,0,2,1
2859,0.3610968,0,1,5
2859,0.3611086,0,2,4
2859,0.36112607,0,3,3
2859,0.36114866,0,4,2
2859,0.36117184,0,5,1
2860,0.36109793,0,1,7
2860,0.36111027,0,2,6
2860,0.36112863,0,3,5
2860,0.36115095,0,4,4
2860,0.36117202,0,5,3
2860,0.36119103,0,6,2
2860,0.36120474,0,7,1
2863,0.36109954,0,1,6
2863,0.3611162,0,2,5
2863,0.36114138,0,3,4
2863,0.36116976,0,4,3
2863,0.36119816,0,5,2
2863,0.36122125,0,6,1
2866,0.36109835,1,1,6
2866,0.36111236,1,2,5
2866,0.36113214,1,3,4
2866,0.36115557,1,4,3
2866,0.36117968,0,5,2
2866,0.36119834,0,6,1
2867,0.3610972,1,1,11
2867,0.3611064,1,2,10
2867,0.36112106,1,3,9
2867,0.36114073,1,4,8
2867,0.36116177,1,5,7
2867,0.36118037,1,6,6
2867,0.3611948,1,7,5
2867,0.36120224,1,8,4
2867,0.36120692,1,9,3
2867,0.3612092,0,10,2
2867,0.36120725,0,11,1
2870,0.36109746,0,1,2
2870,0.3611108,0,2,1
2871,0.3610968,1,1,4
2871,0.3611077,1,2,3
2871,0.36112645,0,3,2
2871,0.36114824,0,4,1
2877,0.36109763,0,1,2
2877,0.36111045,0,2,1
2881,0.36109883,1,1,6
2881,0.3611121,1,2,5
2881,0.36113265,1,3,4
2881,0.36115766,1,4,3
2881,0.36118263,0,5,2
2881,0.36120182,0,6,1
2883,0.3610968,0,1,2
2883,0.36110872,0,2,1
2886,0.3610943,0,1,14
2886,0.36109728,0,2,13
2886,0.36110228,0,3,12
2886,0.36111057,0,4,11
2886,0.36112028,0,5,10
2886,0.36112952,0,6,9
2886,0.36113822,0,7,8
2886,0.3611442,0,8,7
2886,0.3611496,0,9,6
2886,0.36115316,0,10,5
2886,0.3611555,0,11,4
2886,0.3611548,0,12,3
2886,0.3611526,0,13,2
2886,0.3611481,0,14,1
2892,0.36109975,0,1,2
2892,0.36111566,0,2,1
2893,0.3610989,0,1,2
2893,0.36111516,0,2,1
2894,0.36109734,0,1,2
2894,0.3611098,0,2,1
2898,0.36109695,0,1,3
2898,0.36110932,0,2,2
2898,0.36112845,0,3,1
2902,0.36109895,0,1,3
2902,0.36111653,0,2,2
2902,0.361143,0,3,1
2903,0.36109895,0,1,3
2903,0.36111653,0,2,2
2903,0.36114308,0,3,1
2904,0.3610955,0,1,3
2904,0.36110353,0,2,2
2904,0.36111608,0,3,1
2905,0.36109704,0,1,3
2905,0.36110777,0,2,2
2905,0.3611241,0,3,1
2908,0.3610986,0,1,7
2908,0.36111277,0,2,6
2908,0.36113256,0,3,5
2908,0.36115658,0,4,4
2908,0.36118236,0,5,3
2908,0.36120626,0,6,2
2908,0.36122683,0,7,1
2910,0.3610982,0,1,7
2910,0.36111283,0,2,6
2910,0.3611354,0,3,5
2910,0.36116344,0,4,4
2910,0.3611919,0,5,3
2910,0.3612156,0,6,2
2910,0.36123276,0,7,1
2915,0.36109817,0,1,2
2915,0.3611127,0,2,1
2918,0.3610977,0,1,6
2918,0.36111102,0,2,5
2918,0.3611303,0,3,4
2918,0.3611527,0,4,3
2918,0.36117607,0,5,2
2918,0.36119607,0,6,1
2919,0.36109883,0,1,9
2919,0.36111104,0,2,8
2919,0.36112928,0,3,7
2919,0.36115053,0,4,6
2919,0.36117196,0,5,5
2919,0.3611908,0,6,4
2919,0.36120552,0,7,3
2919,0.3612161,0,8,2
2919,0.3612213,0,9,1
2923,0.36109668,1,1,11
2923,0.36110497,1,2,10
2923,0.36111987,1,3,9
2923,0.36114073,1,4,8
2923,0.36116236,0,5,7
2923,0.36117923,0,6,6
2923,0.3611906,0,7,5
2923,0.36119586,0,8,4
2923,0.3611956,0,9,3
2923,0.36119288,0,10,2
2923,0.3611865,0,11,1
2927,0.36109698,1,1,4
2927,0.3611074,1,2,3
2927,0.36112422,0,3,2
2927,0.36114347,0,4,1
2928,0.36109614,0,1,2
2928,0.36110517,0,2,1
2931,0.36109865,1,1,6
2931,0.36111253,1,2,5
2931,0.36113167,1,3,4
2931,0.36115247,1,4,3
2931,0.36117113,0,5,2
2931,0.36118144,0,6,1
2932,0.36109763,0,1,2
2932,0.3611115,0,2,1
2941,0.36109734,0,1,6
2941,0.36111075,0,2,5
2941,0.36112973,0,3,4
2941,0.3611521,0,4,3
2941,0.36117524,0,5,2
2941,0.36119574,0,6,1
2945,0.36109734,0,1,6
2945,0.36111075,0,2,5
2945,0.3611298,0,3,4
2945,0.36115214,0,4,3
2945,0.3611753,0,5,2
2945,0.36119574,0,6,1
2946,0.36109725,0,1,3
2946,0.3611101,0,2,2
2946,0.36112815,0,3,1
2948,0.36109823,0,1,3
2948,0.36111373,0,2,2
2948,0.3611365,0,3,1
2949,0.36109823,0,1,3
2949,0.36111373,0,2,2
2949,0.36113653,0,3,1
2955,0.36109737,0,1,5
2955,0.36111033,0,2,4
2955,0.36112785,0,3,3
2955,0.36114877,0,4,2
2955,0.3611716,0,5,1
2957,0.36109737,0,1,6
2957,0.36111027,0,2,5
2957,0.36112785,0,3,4
2957,0.3611489,0,4,3
2957,0.361171,0,5,2
2957,0.36119115,0,6,1
2958,0.36109734,0,1,6
2958,0.36111033,0,2,5
2958,0.36112785,0,3,4
2958,0.3611489,0,4,3
2958,0.361171,0,5,2
2958,0.36119118,0,6,1
2960,0.3610978,0,1,5
2960,0.3611123,0,2,4
2960,0.3611316,0,3,3
2960,0.3611529,0,4,2
2960,0.3611732,0,5,1
2961,0.3610983,0,1,3
2961,0.3611136,0,2,2
2961,0.36113626,0,3,1
2962,0.3610983,0,1,3
2962,0.36111313,0,2,2
2962,0.36113408,0,3,1
2963,0.36109978,0,1,4
2963,0.36111712,0,2,3
2963,0.3611446,0,3,2
2963,0.36117864,0,4,1
2966,0.3610996,1,1,4
2966,0.3611161,1,2,3
2966,0.36114222,0,3,2
2966,0.36117363,0,4,1
2969,0.3610989,0,1,2
2969,0.36111417,0,2,1
2970,0.3610984,0,1,2
2970,0.36111382,0,2,1
2971,0.36109895,1,1,9
2971,0.36111438,1,2,8
2971,0.36113918,1,3,7
2971,0.36116725,1,4,6
2971,0.3611954,1,5,5
2971,0.36121824,1,6,4
2971,0.3612352,1,7,3
2971,0.36124527,0,8,2
2971,0.36124766,0,9,1
2972,0.36109787,0,1,5
2972,0.36111048,0,2,4
2972,0.36112797,0,3,3
2972,0.36114702,0,4,2
2972,0.36116242,0,5,1
2973,0.36109847,0,1,7
2973,0.36111265,0,2,6
2973,0.3611325,0,3,5
2973,0.36115587,0,4,4
2973,0.36117983,0,5,3
2973,0.36120108,0,6,2
2973,0.3612156,0,7,1
2976,0.3610985,0,1,10
2976,0.3611125,0,2,9
2976,0.3611344,0,3,8
2976,0.36115927,0,4,7
2976,0.36118376,0,5,6
2976,0.3612042,0,6,5
2976,0.3612159,0,7,4
2976,0.36121824,0,8,3
2976,0.36121237,0,9,2
2976,0.36119854,0,10,1
2977,0.36109957,0,1,2
2977,0.36111575,0,2,1
2978,0.36109573,0,1,3
2978,0.36110157,0,2,2
2978,0.36111158,0,3,1
2980,0.3610987,0,1,2
2980,0.3611131,0,2,1
2981,0.3610983,0,1,2
2981,0.36111316,0,2,1
2983,0.3610978,0,1,9
2983,0.36110994,0,2,8
2983,0.36112633,0,3,7
2983,0.36114657,0,4,6
2983,0.36116973,0,5,5
2983,0.36119312,0,6,4
2983,0.36121342,0,7,3
2983,0.36123124,0,8,2
2983,0.36124355,0,9,1
2989,0.36109644,0,1,7
2989,0.36110526,0,2,6
2989,0.36111802,0,3,5
2989,0.36113417,0,4,4
2989,0.36115032,0,5,3
2989,0.36116362,0,6,2
2989,0.36117065,0,7,1
2990,0.3610981,0,1,2
2990,0.361111,0,2,1
2992,0.3610977,1,1,4
2992,0.3611104,1,2,3
2992,0.36113042,0,3,2
2992,0.36115307,0,4,1
2993,0.3610985,0,1,2
2993,0.3611126,0,2,1
2996,0.36109832,0,1,3
2996,0.36111313,0,2,2
2996,0.36113417,0,3,1
2999,0.36109835,0,1,3
2999,0.36111325,0,2,2
2999,0.36113447,0,3,1
3000,0.36109835,0,1,3
3000,0.36111325,0,2,2
3000,0.36113444,0,3,1
3003,0.36109838,0,1,4
3003,0.36111253,0,2,3
3003,0.36113614,0,3,2
3003,0.36116403,0,4,1
3006,0.36109746,0,1,2
3006,0.36111018,0,2,1
3008,0.36109805,0,1,3
3008,0.36111018,0,2,2
3008,0.36112866,0,3,1
3010,0.36109802,0,1,5
3010,0.3611096,0,2,4
3010,0.3611269,0,3,3
3010,0.36114788,0,4,2
3010,0.36116955,0,5,1
3012,0.36109748,1,1,5
3012,0.36110848,1,2,4
3012,0.3611266,1,3,3
3012,0.3611496,0,4,2
3012,0.3611725,0,5,1
3013,0.36109763,0,1,2
3013,0.36111355,0,2,1
3014,0.3610972,1,1,4
3014,0.36110568,1,2,3
3014,0.3611188,0,3,2
3014,0.36113364,0,4,1
3016,0.36109746,0,1,3
3016,0.36110896,0,2,2
3016,0.36112607,0,3,1
3017,0.36109835,0,1,2
3017,0.36111328,0,2,1
3018,0.36109865,0,1,2
3018,0.3611147,0,2,1
3019,0.36109763,0,1,10
3019,0.36111367,0,2,9
3019,0.361138,0,3,8
3019,0.36116612,0,4,7
3019,0.36119545,0,5,6
3019,0.36122224,0,6,5
3019,0.36124048,0,7,4
3019,0.36124867,0,8,3
3019,0.36124533,0,9,2
3019,0.3612313,0,10,1
3022,0.36109823,1,1,16
3022,0.36111212,1,2,15
3022,0.36113152,1,3,14
3022,0.3611526,1,4,13
3022,0.36117238,1,5,12
3022,0.36118644,1,6,11
3022,0.3611932,1,7,10
3022,0.36119163,1,8,9
3022,0.36118287,1,9,8
3022,0.36116642,1,10,7
3022,0.36114573,1,11,6
3022,0.3611211,0,12,5
3022,0.36109248,0,13,4
3022,0.36106306,0,14,3
3022,0.3610357,0,15,2
3022,0.36101317,0,16,1
3023,0.36109853,0,1,2
3023,0.36111382,0,2,1
3031,0.3610984,0,1,5
3031,0.36111212,0,2,4
3031,0.36113122,0,3,3
3031,0.36115265,0,4,2
3031,0.3611712,0,5,1
3032,0.36109623,0,1,3
3032,0.3611042,0,2,2
3032,0.36111653,0,3,1
3035,0.3610984,0,1,5
3035,0.36111212,0,2,4
3035,0.36113125,0,3,3
3035,0.3611527,0,4,2
3035,0.3611712,0,5,1
3038,0.36109596,0,1,11
3038,0.36110342,0,2,10
3038,0.36111376,0,3,9
3038,0.36112702,0,4,8
3038,0.36114287,0,5,7
3038,0.36115885,0,6,6
3038,0.36117,0,7,5
3038,0.36117664,0,8,4
3038,0.3611776,0,9,3
3038,0.3611753,0,10,2
3038,0.3611713,0,11,1
3040,0.36109602,1,1,10
3040,0.36110115,1,2,9
3040,0.36111006,1,3,8
3040,0.36112213,1,4,7
3040,0.361134,1,5,6
3040,0.36114618,1,6,5
3040,0.36115408,1,7,4
3040,0.36115706,1,8,3
3040,0.36115587,0,9,2
3040,0.361149,0,10,1
3042,0.36109796,0,1,5
3042,0.36110884,0,2,4
3042,0.3611225,0,3,3
3042,0.36113712,0,4,2
3042,0.36115074,0,5,1
3043,0.3610989,0,1,7
3043,0.36111218,0,2,6
3043,0.36113095,0,3,5
3043,0.36115432,0,4,4
3043,0.3611777,0,5,3
3043,0.36119822,0,6,2
3043,0.3612128,0,7,1
3044,0.36109775,1,1,10
3044,0.3611094,1,2,9
3044,0.3611248,1,3,8
3044,0.36114323,1,4,7
3044,0.36116213,1,5,6
3044,0.36117953,1,6,5
3044,0.36119437,1,7,4
3044,0.36120623,1,8,3
3044,0.36121434,0,9,2
3044,0.36121756,0,10,1
3052,0.36109388,0,1,17
3052,0.3610967,0,2,16
3052,0.36110252,0,3,15
3052,0.361112,0,4,14
3052,0.36112538,0,5,13
3052,0.36113936,0,6,12
3052,0.36114776,0,7,11
3052,0.36114985,0,8,10
3052,0.36114335,0,9,9
3052,0.36113006,0,10,8
3052,0.36111236,0,11,7
3052,0.36109436,0,12,6
3052,0.3610745,0,13,5
3052,0.36105472,0,14,4
3052,0.36103415,0,15,3
3052,0.36101612,0,16,2
3052,0.36100814,0,17,1
3055,0.36109915,0,1,2
3055,0.3611151,0,2,1
3057,0.36109883,0,1,3
3057,0.36111426,0,2,2
3057,0.36113733,0,3,1
3059,0.36109838,0,1,3
3059,0.3611123,0,2,2
3059,0.3611331,0,3,1
3062,0.36109748,0,1,3
3062,0.36110985,0,2,2
3062,0.36112866,0,3,1
3064,0.3610984,0,1,3
3064,0.36111408,0,2,2
3064,0.36113727,0,3,1
3067,0.36109838,0,1,3
3067,0.36111462,0,2,2
3067,0.361139,0,3,1
3070,0.3610984,0,1,3
3070,0.36111426,0,2,2
3070,0.36113787,0,3,1
3073,0.36109757,0,1,3
3073,0.36111003,0,2,2
3073,0.361129,0,3,1
3075,0.3610984,0,1,3
3075,0.36111432,0,2,2
3075,0.36113816,0,3,1
3078,0.36109895,1,1,7
3078,0.36111513,1,2,6
3078,0.36114,1,3,5
3078,0.36116964,1,4,4
3078,0.36119884,0,5,3
3078,0.36122173,0,6,2
3078,0.36123562,0,7,1
3082,0.3610984,0,1,2
3082,0.36111277,0,2,1
3083,0.3610969,0,1,2
3083,0.3611067,0,2,1
3087,0.3610977,0,1,3
3087,0.36110896,0,2,2
3087,0.3611265,0,3,1
3089,0.361096,0,1,7
3089,0.3611018,0,2,6
3089,0.36110932,0,3,5
3089,0.36111856,0,4,4
3089,0.36112612,0,5,3
3089,0.36113036,0,6,2
3089,0.36112922,0,7,1
3090,0.36109644,0,1,3
3090,0.3611037,0,2,2
3090,0.36111507,0,3,1
3092,0.36109746,0,1,3
3092,0.36110634,0,2,2
3092,0.36112,0,3,1
3099,0.36109912,0,1,2
3099,0.36111474,0,2,1
3100,0.3610981,0,1,8
3100,0.3611136,0,2,7
3100,0.36113557,0,3,6
3100,0.36116165,0,4,5
3100,0.36118662,0,5,4
3100,0.361205,0,6,3
3100,0.36121944,0,7,2
3100,0.3612288,0,8,1
3101,0.3610993,0,1,2
3101,0.3611155,0,2,1
3102,0.36109698,0,1,4
3102,0.3611048,0,2,3
3102,0.36111563,0,3,2
3102,0.36112785,0,4,1
3109,0.36109853,1,1,12
3109,0.36111256,1,2,11
3109,0.36113262,1,3,10
3109,0.36115682,1,4,9
3109,0.36118096,1,5,8
3109,0.3612012,1,6,7
3109,0.36121416,1,7,6
3109,0.36121824,1,8,5
3109,0.36121178,1,9,4
3109,0.36119512,1,10,3
3109,0.36117217,0,11,2
3109,0.36114383,0,12,1
3111,0.3610972,1,1,6
3111,0.36110878,1,2,5
3111,0.3611246,1,3,4
3111,0.36114305,1,4,3
3111,0.36116272,0,5,2
3111,0.3611796,0,6,1
3112,0.3610975,0,1,6
3112,0.36111182,0,2,5
3112,0.36113462,0,3,4
3112,0.361161,0,4,3
3112,0.3611877,0,5,2
3112,0.36120766,0,6,1
3125,0.36109835,0,1,2
3125,0.36111212,0,2,1
3126,0.3610983,0,1,8
3126,0.3611101,0,2,7
3126,0.36112604,0,3,6
3126,0.36114347,0,4,5
3126,0.36115983,0,5,4
3126,0.36117184,0,6,3
3126,0.36118227,0,7,2
3126,0.36118987,0,8,1
3135,0.3610978,1,1,6
3135,0.3611104,1,2,5
3135,0.3611282,1,3,4
3135,0.36115134,1,4,3
3135,0.3611763,0,5,2
3135,0.3611982,0,6,1
3136,0.36109814,0,1,2
3136,0.36111134,0,2,1
3137,0.3610989,0,1,2
3137,0.3611157,0,2,1
3139,0.36109746,1,1,6
3139,0.36110938,1,2,5
3139,0.36112723,1,3,4
3139,0.36114958,1,4,3
3139,0.36117247,0,5,2
3139,0.36119187,0,6,1
3142,0.3610988,0,1,2
3142,0.3611136,0,2,1
3144,0.3610962,0,1,2
3144,0.36110395,0,2,1
3145,0.36109596,1,1,17
3145,0.36110443,1,2,16
3145,0.36112142,1,3,15
3145,0.3611461,1,4,14
3145,0.3611731,1,5,13
3145,0.3611931,1,6,12
3145,0.3612039,1,7,11
3145,0.36120486,1,8,10
3145,0.36119735,1,9,9
3145,0.36118394,1,10,8
3145,0.3611707,1,11,7
3145,0.36115152,1,12,6
